region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,donr,DONR,DAMT
ter1,1,0,6,1,6,140,38,47,12,79,84,23,12,19,10,15.59,,1,14.792987243093801
ter1,1,0,1,1,9,176,34,49,5,15,43,11,4,12,11,11.34,,0,7.98
ter3,1,4,4,1,5,337,89,89,0,127,245,18,11,20,5,15.26,,0,8.28
ter1,1,4,5,1,8,112,22,38,27,32,71,10,7,17,8,11.09,,0,0.4
ter2,1,4,5,1,7,313,52,72,4,45,86,12,8,17,8,9.34,,0,4.531159759334518
ter2,1,2,2,1,8,87,22,26,38,63,76,15,8,19,10,8.45,,0,0.65
ter5,1,0,4,1,8,102,14,39,33,79,196,43,20,22,10,16.78,,1,16.213988284303795
ter5,0,0,6,1,8,188,24,58,22,83,156,20,25,18,7,12.42,,0,0.97
ter2,1,3,4,1,0,174,32,65,13,92,132,10,7,32,4,7.11,,0,0.26
ter2,1,0,5,0,3,178,49,53,5,50,60,27,16,17,3,10.33,,1,13.41707843137255
ter5,1,1,5,1,9,201,46,53,10,82,125,16,15,18,8,8.49,,0,1.16
ter1,1,2,5,1,5,167,29,47,24,52,89,25,19,17,10,15.11,,0,0.26
ter1,1,4,4,1,9,80,39,39,16,51,92,40,19,19,4,27.05,,0,4.422286713286712
ter3,1,2,1,1,9,126,30,47,9,19,33,6,4,22,7,3.92,,0,0.0
ter2,0,3,5,0,9,178,30,38,17,90,154,154,56,14,15,19.61,,0,0.0
ter2,1,2,3,1,1,169,47,62,10,64,110,16,19,18,11,13.1,,0,1.43
ter4,0,0,4,1,8,116,31,31,27,55,95,21,17,15,4,8.73,,1,2.08
ter3,1,3,4,1,7,235,41,58,1,27,62,44,14,15,4,18.31,,0,5.51
ter5,1,1,2,1,0,198,50,50,4,39,56,4,3,17,4,4.69,,0,0.0
ter5,0,0,4,1,9,107,36,36,20,38,73,10,8,13,3,11.05,,1,6.94
ter1,0,4,2,1,8,159,35,55,11,89,159,4,2,23,28,3.11,,0,0.2
ter4,1,3,4,1,8,133,28,34,15,89,110,19,21,17,18,16.43,,0,2.02
ter5,1,0,4,1,8,171,63,67,1,57,94,5,4,17,4,5.84,,1,12.736694377175766
ter5,1,3,6,0,9,148,29,46,17,94,123,9,5,23,3,4.25,,0,0.0
ter4,1,3,2,1,8,177,28,44,10,51,80,34,19,22,4,10.02,,0,0.42
ter2,1,5,4,1,8,460,68,98,0,39,47,15,11,17,12,10.1,,0,8.44095238095238
ter2,0,2,5,1,9,201,45,83,11,64,139,22,40,15,5,18.96,,0,0.0
ter4,0,2,1,1,8,121,40,40,36,65,90,17,8,16,7,7.48,,0,0.14
ter4,1,0,4,1,6,278,27,67,12,44,89,15,19,17,2,16.29,,1,13.890257575757579
ter2,1,3,2,0,9,180,55,55,7,122,396,19,10,13,4,10.22,,1,9.12
ter4,1,4,5,1,9,99,21,36,22,41,69,28,18,20,4,15.78,,0,0.7
ter1,1,2,4,1,6,214,24,63,20,50,68,17,32,16,5,13.3,,1,9.551438851842228
ter3,1,2,2,1,5,191,33,54,7,90,129,7,8,15,8,6.58,,0,0.46
ter1,1,2,5,1,8,188,30,58,13,68,121,42,26,22,10,27.64,,0,0.88
ter5,1,2,5,0,2,153,41,41,18,10,30,9,5,12,12,7.46,,0,0.26
ter1,1,4,2,0,9,167,49,62,7,95,197,5,5,8,13,3.56,,0,0.72
ter4,1,2,4,0,8,225,52,76,1,80,183,13,8,17,3,7.93,,1,11.017376926684854
ter1,1,2,7,1,6,555,217,217,0,38,55,9,7,11,4,5.14,,0,4.74
ter2,1,3,1,1,8,309,39,84,7,35,80,12,10,18,3,7.88,,0,2.65
ter1,1,3,7,1,9,152,80,80,7,11,45,21,30,8,4,20.66,,0,0.68
ter5,1,3,5,1,4,211,22,56,26,40,64,38,32,19,4,19.21,,0,0.14
ter4,0,1,5,0,4,101,19,40,30,130,280,15,10,20,6,4.6,,0,1.9
ter4,1,3,4,0,9,181,71,71,7,84,162,67,24,17,7,17.55,,0,8.999857142857143
ter3,0,3,2,1,9,279,58,71,3,67,113,6,4,14,5,5.2,,0,0.48
ter2,1,2,2,0,9,262,96,97,0,82,202,39,17,15,5,16.67,,1,11.97
ter2,0,1,5,1,8,255,67,76,2,49,75,51,55,22,9,18.81,,0,0.0
ter2,1,2,4,0,8,209,23,57,15,97,196,40,52,21,15,24.05,,1,12.908275372775375
ter3,1,1,4,1,8,511,115,208,0,28,54,37,23,21,5,22.77,,1,6.7625
ter5,0,2,4,1,9,280,36,64,14,22,66,14,7,12,5,9.09,,0,0.37
ter3,0,1,2,0,9,116,24,35,31,27,71,71,30,14,4,18.1,,0,1.14
ter5,0,3,3,0,8,228,23,55,23,22,48,47,26,12,4,15.16,,0,2.42
ter5,1,2,2,0,9,103,21,35,29,43,56,8,7,19,6,10.59,,0,0.0
ter5,1,4,2,1,6,170,26,64,8,79,181,16,13,18,6,11.37,,0,0.0
ter5,1,3,4,0,8,178,52,52,12,83,143,56,25,12,23,24.2,,0,1.63
ter4,1,3,2,1,7,119,11,37,50,45,90,25,24,15,4,14.09,,0,0.14
ter1,1,3,5,1,8,209,97,97,3,22,51,11,13,18,6,7.51,,0,2.92
ter5,1,3,4,1,9,127,34,42,10,71,140,11,12,20,5,7.24,,0,3.934002708690103
ter5,0,1,7,1,9,174,37,57,7,84,175,103,35,11,5,22.89,,0,0.43
ter5,1,1,4,1,2,127,44,44,10,121,185,16,8,19,8,13.46,,0,1.54
ter4,1,2,4,1,8,167,31,62,13,44,63,22,27,8,5,27.62,,0,5.2161969015492256
ter4,1,5,4,1,2,227,49,74,5,6,87,87,51,15,5,36.91,,0,0.59
ter2,1,2,5,1,9,277,77,88,1,34,59,10,9,18,13,8.41,,1,9.235121463448683
ter5,1,2,5,0,8,220,56,70,0,98,143,14,9,20,6,10.25,,0,2.3261538461538462
ter2,1,3,6,1,9,127,35,39,9,80,129,79,46,17,6,15.72,,0,4.3636585365853655
ter1,1,2,3,1,8,184,44,58,15,32,55,17,13,20,7,12.65,,0,0.0
ter5,1,3,4,0,6,121,27,34,23,71,125,16,9,31,9,8.8,,0,0.47
ter4,1,2,2,0,8,131,34,64,13,132,178,12,8,21,2,9.25,,0,0.4
ter2,1,5,5,1,2,178,35,51,14,48,68,22,14,15,4,11.81,,0,0.37
ter4,1,1,3,0,9,145,19,42,31,16,61,15,6,18,6,13.99,,0,0.54
ter1,1,4,2,0,8,163,41,51,11,44,61,54,45,12,6,19.73,,0,1.12
ter5,0,2,4,1,6,131,9,21,50,40,73,9,5,18,6,6.83,,0,0.0
ter5,1,2,4,0,0,417,109,115,0,17,45,11,6,16,7,8.28,,0,1.54
ter5,1,5,4,0,8,83,19,28,50,72,75,37,12,13,3,13.62,,0,2.5938709677419354
ter4,0,2,6,1,8,191,115,115,5,88,183,35,33,22,15,18.06,,0,0.46
ter3,1,4,2,1,9,253,50,80,0,95,120,28,21,10,7,18.6,,0,0.4
ter2,1,2,6,1,3,192,34,48,27,91,165,15,10,14,4,14.3,,0,5.03
ter4,1,2,5,1,9,117,16,28,41,43,71,12,10,20,6,10.61,,0,0.4
ter1,1,2,1,0,3,125,22,47,24,98,266,5,3,11,5,5.16,,0,0.83
ter3,1,2,4,1,8,159,31,46,16,61,108,30,14,20,15,18.07,,0,0.69
ter3,0,0,4,1,3,109,34,35,19,58,99,10,7,13,3,5.92,,0,5.33
ter3,1,2,1,1,9,205,29,57,5,49,76,23,19,37,4,13.18,,0,1.07
ter3,1,4,5,1,8,245,57,69,1,34,54,18,20,23,4,9.77,,0,0.11
ter5,1,2,7,1,9,137,24,43,10,75,108,17,7,15,7,9.36,,0,0.13
ter3,0,0,7,0,9,200,30,51,15,25,50,16,20,21,5,8.67,,0,1.58
ter3,1,2,5,1,5,204,32,79,14,41,73,73,38,36,6,26.71,,0,0.15
ter3,1,3,5,1,8,103,24,25,18,65,89,9,8,8,5,9.79,,0,0.55
ter2,1,2,2,0,8,57,20,20,34,94,129,22,31,12,5,11.31,,0,1.67
ter5,1,2,4,1,8,234,62,71,1,80,99,38,23,19,11,11.34,,0,6.699226726726726
ter5,1,3,2,1,8,187,47,51,5,8,32,7,4,19,6,5.7,,0,0.26
ter5,1,2,4,1,8,121,25,36,10,59,96,6,10,17,9,3.57,,0,2.623125
ter2,1,3,3,0,8,133,35,35,22,41,66,7,7,35,13,6.93,,0,0.26
ter1,1,0,1,1,4,128,20,37,17,31,73,7,6,17,6,5.32,,0,6.732142857142858
ter5,1,3,7,0,9,192,77,77,8,43,64,11,8,23,4,6.34,,0,0.54
ter2,1,3,4,0,9,196,45,45,11,89,124,10,5,20,5,4.98,,1,11.26764475891262
ter2,1,4,4,0,8,168,26,52,22,47,64,10,5,14,5,6.16,,1,9.044635317147934
ter4,1,0,6,0,9,309,68,80,1,14,38,13,15,27,4,8.58,,0,11.268095238095238
ter4,1,2,5,0,7,232,36,54,6,31,58,12,10,14,5,7.56,,0,0.0
ter3,1,4,1,1,8,274,50,77,3,90,158,5,3,11,10,5.08,,0,0.49
ter5,1,4,2,1,3,250,36,53,9,54,89,21,22,31,7,17.36,,0,1.27
ter3,1,3,4,0,6,215,53,79,3,23,55,37,22,15,6,22.74,,0,3.83
ter1,1,3,4,1,3,170,30,37,21,73,215,25,29,18,7,17.93,,0,0.14
ter5,0,2,4,0,4,155,20,39,33,47,77,8,10,20,7,5.47,,0,0.37
ter4,1,0,4,1,1,179,20,58,31,27,58,3,1,17,22,1.29,,0,4.07
ter3,1,2,4,0,8,157,25,41,18,27,56,25,18,12,7,12.97,,0,3.2633333333333336
ter5,0,3,4,1,0,164,55,62,3,35,75,38,23,8,4,27.36,,0,0.31
ter5,1,0,2,1,7,121,37,37,11,14,44,17,12,22,3,7.9,,1,12.336816667614407
ter2,1,3,4,0,9,215,82,82,3,93,220,25,16,13,10,8.19,,1,10.597843879898319
ter1,1,0,7,0,5,117,25,49,27,56,83,7,4,14,8,8.65,,0,4.390449735449736
ter1,0,3,3,1,3,181,56,56,8,92,206,25,21,28,19,14.83,,0,0.95
ter2,1,2,2,0,9,140,36,53,11,39,56,55,37,20,6,18.08,,0,2.97
ter2,1,4,4,1,2,270,94,94,0,8,47,47,29,14,7,18.86,,0,2.62
ter5,1,2,3,1,8,223,78,97,0,49,108,108,95,15,2,40.31,,1,5.14
ter2,1,2,4,1,8,128,39,42,20,65,110,19,23,19,13,14.97,,1,10.818313092607406
ter1,0,3,4,0,3,169,29,49,39,34,75,16,15,24,6,13.37,,0,0.14
ter3,1,1,7,0,8,135,21,41,27,48,71,6,5,16,4,4.6,,0,0.54
ter2,1,2,2,0,9,179,60,60,0,16,55,14,15,8,7,7.01,,0,3.39
ter1,1,5,6,1,8,162,43,44,8,102,210,21,16,17,3,9.08,,0,0.0
ter4,1,2,4,1,8,134,31,36,14,51,83,13,10,16,5,10.77,,0,9.895766466308851
ter4,1,2,4,1,7,282,78,94,1,51,94,14,12,23,14,5.94,,0,4.59
ter1,1,0,1,1,8,212,65,65,3,78,149,13,11,13,3,8.47,,1,9.514492481203009
ter4,0,1,4,1,4,186,22,62,25,90,135,11,4,14,5,9.89,,0,0.76
ter2,1,1,4,1,7,109,51,51,19,107,202,16,20,23,10,11.04,,1,13.232463289502268
ter3,1,2,5,0,3,203,33,54,9,23,57,16,12,23,7,6.64,,0,0.0
ter1,1,3,1,1,8,147,34,47,17,28,53,11,10,39,4,6.73,,0,0.0
ter1,1,4,4,0,8,115,51,51,18,13,54,5,3,23,4,3.88,,0,3.13
ter2,1,3,5,1,4,312,112,112,1,72,70,24,12,12,7,14.87,,0,8.292938258462849
ter3,1,2,6,1,8,142,40,45,5,21,67,28,19,22,5,13.64,,0,0.5
ter1,1,2,4,1,8,139,14,27,30,11,34,4,7,37,5,3.78,,0,1.02
ter1,1,2,3,0,8,170,38,44,5,100,149,11,8,15,6,8.34,,1,1.5552129173508484
ter1,0,2,4,1,8,179,56,63,8,31,48,4,3,19,6,4.15,,0,0.37
ter5,1,5,2,0,8,207,36,43,12,57,66,39,30,20,3,24.9,,0,0.4
ter5,1,4,4,1,2,127,31,40,19,45,71,15,15,15,5,10.28,,0,0.0
ter1,1,3,2,1,8,158,45,45,9,41,67,5,9,15,3,8.24,,0,0.12
ter5,1,3,4,0,8,183,38,48,4,26,51,22,17,19,5,13.5,,0,1.2876470588235294
ter2,1,0,4,1,9,129,36,44,10,57,65,13,12,14,5,5.42,,1,13.906747097922121
ter2,1,2,3,0,8,123,22,35,28,29,55,5,4,19,6,6.87,,0,7.807338179666673
ter2,0,3,4,1,6,209,51,57,10,93,213,12,12,22,5,12.86,,0,0.12
ter5,0,1,4,1,8,118,29,35,13,35,100,40,43,23,4,23.66,,0,0.63
ter5,1,3,2,1,9,134,56,56,4,89,222,85,28,37,9,14.11,,0,1.12
ter1,1,2,2,1,8,276,67,95,4,39,89,10,14,21,7,8.1,,0,0.4
ter3,1,1,6,0,8,186,35,48,5,80,117,117,67,21,6,24.61,,0,1.12
ter1,1,2,4,1,9,215,67,67,5,84,106,18,15,37,6,11.13,,0,0.271875
ter5,1,2,6,1,8,117,23,41,22,58,100,20,13,15,5,19.03,,0,0.0
ter1,1,2,5,0,4,75,30,30,24,25,76,76,57,17,14,31.49,,0,0.73
ter1,1,0,3,0,6,183,47,47,9,42,67,12,6,19,6,13.73,,1,14.280623262250824
ter2,1,2,4,1,1,156,49,71,16,120,219,16,39,19,3,16.67,,0,7.5
ter2,0,0,4,1,8,201,23,80,36,13,43,14,10,23,6,10.44,,1,7.37
ter3,1,2,1,1,2,182,76,76,11,38,65,7,10,20,4,6.71,,0,0.0
ter1,1,3,6,1,7,142,31,45,14,101,154,4,6,13,7,3.33,,0,0.34
ter2,1,2,2,0,9,102,31,31,18,66,121,10,11,21,8,8.11,,0,0.54
ter2,1,0,3,0,8,324,105,110,0,59,69,11,9,36,4,4.49,,1,11.779336227817796
ter4,1,1,7,1,3,107,15,34,43,94,221,19,14,13,6,9.16,,0,0.58
ter3,1,2,6,0,9,231,55,55,8,37,62,18,19,14,2,13.38,,0,0.69
ter1,1,1,2,0,8,130,10,29,45,31,54,19,17,33,3,14.69,,0,1.07
ter2,1,0,4,1,2,171,53,53,7,54,85,9,12,16,5,6.8,,1,11.989831973581975
ter2,0,1,5,1,9,150,31,43,24,98,214,62,29,14,4,15.05,,0,0.72
ter5,1,2,3,0,9,131,18,32,29,34,54,14,11,21,8,8.5,,0,0.0
ter5,1,2,4,1,9,237,64,67,2,103,250,10,6,18,6,8.47,,1,12.30214581846826
ter4,0,3,4,1,8,357,139,139,0,79,98,8,7,19,13,4.64,,0,3.58
ter2,1,2,5,0,9,141,43,67,12,56,110,5,7,16,18,4.95,,0,4.6234295922736965
ter4,1,2,2,1,9,228,46,85,3,54,63,14,18,15,3,10.18,,0,0.53
ter3,1,2,5,0,9,192,40,64,6,19,29,15,14,23,25,11.83,,0,0.46
ter4,1,5,1,0,0,194,62,62,4,17,45,9,5,18,12,6.33,,0,0.0
ter5,1,2,4,0,8,180,38,63,4,32,59,14,11,22,11,7.54,,0,0.26
ter4,1,1,2,0,8,278,60,80,7,52,101,13,16,18,6,11.89,,0,0.28
ter4,1,4,4,1,8,215,46,46,9,12,48,48,32,18,9,25.51,,0,1.67
ter4,1,3,2,1,8,103,21,32,40,41,72,48,26,17,10,24.59,,0,0.0
ter1,1,2,4,1,4,213,40,49,2,68,126,23,23,18,4,15.1,,0,1.374508547008547
ter5,1,2,7,0,8,185,38,49,18,54,107,26,24,20,16,21.77,,0,0.16
ter3,1,2,5,1,9,134,26,41,10,17,38,17,13,19,3,10.54,,0,0.0
ter3,1,5,1,0,3,258,73,94,3,84,94,13,10,17,3,19.42,,0,0.65
ter5,1,2,4,1,9,122,27,48,22,104,243,8,6,17,6,8.27,,1,10.315510237611289
ter3,1,3,4,1,8,283,97,97,0,69,94,41,21,39,4,16.37,,0,5.09
ter4,1,2,3,1,9,355,93,103,0,21,97,97,21,23,9,21.98,,0,2.42
ter3,1,2,6,1,8,220,89,89,5,74,174,17,10,10,6,8.17,,0,0.42
ter4,1,2,4,1,8,205,32,74,5,80,135,11,11,22,3,8.37,,1,10.065920003088417
ter1,1,2,2,0,7,134,29,32,18,27,44,29,19,17,6,15.4,,0,0.0
ter2,0,4,2,0,8,120,29,46,23,62,76,40,29,24,3,15.72,,0,0.13
ter1,1,3,6,1,0,222,50,77,6,35,75,11,8,15,6,7.43,,0,0.0
ter5,1,0,4,0,6,151,21,35,9,53,74,19,22,19,4,16.04,,1,13.714981530214056
ter3,1,1,3,0,8,367,67,69,1,11,50,28,35,20,4,10.34,,0,4.49
ter2,1,2,6,0,8,116,13,27,56,97,217,10,7,21,4,5.39,,0,4.98
ter5,1,3,2,1,9,105,20,29,26,33,57,34,15,8,7,18.52,,0,0.14
ter3,1,3,3,1,1,224,63,63,2,23,52,16,14,19,6,8.17,,0,0.0
ter4,1,0,7,0,8,223,58,71,2,80,104,11,15,33,4,9.12,,0,10.006190476190477
ter4,0,2,5,1,3,148,68,68,7,67,79,24,27,24,8,13.13,,0,2.61
ter2,0,5,1,1,9,141,28,31,10,71,89,27,18,13,3,12.18,,0,0.0
ter2,1,2,5,0,6,149,42,42,21,104,148,20,17,21,10,14.3,,1,10.223831883778141
ter2,1,4,1,0,8,167,25,53,13,51,122,19,7,26,3,10.32,,0,0.56
ter4,1,2,7,1,5,168,27,53,20,61,88,9,11,21,7,7.83,,0,0.26
ter3,1,0,6,1,8,232,25,55,24,54,67,4,3,20,15,4.86,,0,12.497006924578344
ter5,1,2,7,1,9,141,36,48,14,47,88,14,15,22,5,9.79,,0,0.13
ter5,1,0,4,1,9,239,106,106,0,51,71,25,18,21,4,5.09,,1,15.253393866030578
ter5,1,1,3,0,3,275,63,75,1,6,58,58,22,30,12,21.15,,0,2.02
ter5,1,2,4,1,8,224,102,102,3,22,54,13,11,14,4,11.93,,1,5.3896875
ter5,1,3,4,0,8,126,20,29,21,46,74,14,15,15,4,15.79,,0,4.259952488687782
ter5,1,2,5,1,1,193,51,82,0,27,59,18,16,20,21,11.44,,0,0.26
ter1,0,0,4,0,1,250,27,42,14,20,52,18,17,20,7,10.77,,0,0.57
ter5,0,3,4,1,8,221,49,66,9,17,35,12,7,29,8,7.51,,0,0.38
ter1,1,2,2,0,9,148,62,62,5,14,49,20,9,23,4,11.69,,0,0.0
ter3,1,5,4,0,1,249,46,67,8,28,68,35,27,27,3,10.53,,0,0.41
ter5,1,0,2,1,9,138,37,39,15,57,72,33,45,19,10,13.55,,0,10.42290681630198
ter2,0,0,4,1,9,60,11,12,61,82,174,9,6,18,17,9.83,,0,4.24
ter3,1,0,5,1,9,208,71,82,9,15,35,6,3,18,4,5.18,,1,13.633901325236645
ter4,1,2,2,0,3,113,24,36,20,13,42,25,20,14,9,7.63,,0,0.0
ter2,1,0,3,0,3,207,49,58,1,27,43,16,16,9,4,13.25,,1,9.160714285714285
ter5,1,1,1,1,8,134,20,35,24,59,106,11,7,24,6,6.28,,0,0.1
ter5,1,4,7,1,8,113,11,39,72,51,71,9,5,9,6,7.77,,0,0.14
ter5,1,3,2,1,8,414,84,114,0,33,67,10,6,23,20,8.44,,0,0.5
ter2,0,4,5,1,8,184,49,87,6,10,49,16,12,19,6,6.87,,0,0.0
ter5,1,2,2,1,2,72,6,24,70,15,33,25,22,15,13,16.77,,0,0.0
ter1,1,2,4,0,9,269,75,82,1,47,75,9,7,9,6,7.01,,0,8.095686544062012
ter3,1,4,1,1,6,223,39,73,2,10,56,6,3,20,7,4.46,,0,0.0
ter3,1,3,5,1,5,146,36,45,20,37,53,9,4,15,5,7.34,,0,0.12
ter5,1,4,2,0,8,186,49,63,2,67,128,11,7,16,7,4.52,,0,0.12
ter2,0,5,1,0,8,345,68,107,0,75,141,24,16,16,4,15.2,,0,0.8
ter3,1,0,2,0,8,205,37,49,20,8,37,17,11,19,3,10.33,,1,10.326884854890823
ter5,1,2,2,0,8,185,51,52,10,39,51,10,14,11,5,8.88,,0,0.13
ter4,1,2,3,1,9,161,48,48,7,93,123,12,15,22,5,6.18,,0,1.3675353901996372
ter4,1,5,2,1,0,213,65,65,4,112,369,8,4,24,12,7.53,,0,2.4
ter2,1,0,3,0,8,181,54,64,1,62,79,13,20,14,10,11.48,,1,13.825124291901975
ter2,1,3,4,1,8,120,25,35,19,57,85,9,4,23,6,4.19,,1,10.303924226861302
ter2,1,2,4,1,9,178,41,60,4,59,97,20,11,15,5,9.82,,1,13.517686450481747
ter5,1,0,2,1,8,172,43,52,2,61,70,26,27,13,13,18.46,,1,13.196547061941542
ter1,1,2,5,0,4,246,58,69,4,76,87,19,23,21,4,11.03,,0,1.01
ter5,1,3,4,1,8,142,33,37,7,95,146,12,5,23,6,8.16,,0,4.9413137210226985
ter5,0,0,4,1,9,227,59,59,6,88,131,29,21,17,5,17.29,,1,9.13
ter2,0,2,7,0,9,368,162,162,0,95,153,34,33,16,4,17.47,,0,0.36
ter1,1,4,4,1,3,175,30,49,15,74,131,34,24,18,4,19.58,,0,0.0
ter5,1,3,4,0,2,225,48,66,3,69,199,19,13,13,11,7.81,,0,0.83
ter5,1,4,7,1,9,108,44,44,10,80,141,13,10,26,5,8.86,,0,0.41
ter3,1,1,2,1,9,146,60,60,4,94,122,11,12,18,3,8.72,,0,0.29
ter4,1,3,4,1,8,235,28,79,7,82,128,12,8,13,8,10.27,,0,3.63
ter5,0,2,3,1,8,159,53,53,20,14,37,15,12,21,6,5.59,,0,0.0
ter2,1,3,5,1,8,188,21,55,22,87,176,24,26,35,13,16.76,,0,4.3
ter2,0,3,2,1,9,172,35,47,13,33,59,27,27,16,10,17.56,,0,0.13
ter1,1,3,1,1,8,226,37,51,11,88,160,17,16,31,4,9.26,,0,0.57
ter5,1,2,3,1,4,273,66,76,6,47,70,20,32,15,8,12.88,,0,1.03
ter3,1,4,1,0,8,138,29,40,17,25,71,10,9,19,4,7.51,,0,0.0
ter1,1,3,3,0,4,76,8,20,56,41,69,15,7,20,10,12.27,,0,0.0
ter4,0,2,5,1,8,222,59,59,2,82,127,13,8,17,7,7.67,,0,1.34
ter2,1,2,4,1,4,223,54,60,4,98,155,5,5,19,7,5.53,,1,9.969768813818918
ter3,1,2,2,1,8,146,33,42,21,20,61,25,11,14,6,16.4,,0,0.27
ter2,1,1,5,1,4,155,26,39,31,64,97,24,21,30,14,14.47,,0,5.824189189189189
ter3,1,5,4,0,9,152,22,57,27,43,81,11,9,13,11,12.68,,0,0.59
ter2,1,0,2,1,2,124,40,49,13,68,93,22,29,9,3,10.64,,1,5.29
ter1,1,3,1,1,9,88,16,24,38,73,125,29,20,14,6,17.25,,0,0.14
ter4,1,3,4,1,9,237,56,74,1,42,85,79,36,19,4,20.11,,0,7.525023809523809
ter2,0,3,6,1,9,120,36,36,12,38,87,87,68,22,14,29.99,,0,0.0
ter3,1,1,2,1,6,160,37,50,7,28,104,104,42,19,8,25.86,,0,1.0
ter5,1,2,7,0,6,137,51,51,17,87,178,78,39,37,4,22.15,,0,0.15
ter2,1,0,5,0,8,286,32,78,2,49,67,7,6,24,4,7.32,,1,13.334344013180344
ter5,1,2,4,1,8,153,47,50,8,107,201,35,21,24,4,11.27,,1,12.40008645175633
ter1,0,3,4,0,8,119,36,36,19,99,225,23,5,22,12,11.86,,0,0.24
ter5,1,0,7,1,5,202,47,55,14,39,78,60,26,22,7,19.28,,0,14.679942222228668
ter2,0,2,4,0,4,138,20,32,38,110,200,6,9,13,9,4.62,,0,0.96
ter5,1,4,2,0,3,286,89,108,0,56,91,7,5,17,5,7.8,,0,0.37
ter4,1,5,4,1,7,208,27,80,17,38,68,11,10,16,4,8.65,,0,4.87
ter5,0,4,7,1,9,248,48,63,2,19,38,5,5,18,7,6.06,,0,0.0
ter3,1,2,6,1,8,166,44,59,10,82,103,31,22,23,14,25.39,,0,0.0
ter3,1,2,4,1,9,202,39,49,15,71,131,34,40,35,4,26.11,,0,0.82
ter1,1,2,5,1,3,240,64,67,5,79,105,25,19,23,3,17.34,,0,1.53
ter5,1,2,4,1,6,161,48,57,4,72,147,27,26,34,4,13.06,,0,0.12
ter4,1,5,4,1,8,143,28,49,27,61,78,14,14,14,12,15.76,,0,0.13
ter5,0,1,4,1,8,164,42,51,15,134,316,11,8,16,6,6.1,,0,0.0
ter5,1,2,3,1,9,142,42,47,6,37,91,18,14,20,10,15.15,,0,0.27
ter5,1,2,4,1,5,225,93,93,1,74,154,17,12,16,5,5.93,,0,3.33672768042768
ter3,1,2,5,1,8,122,24,27,38,90,156,11,9,19,4,8.8,,0,2.47
ter2,1,4,3,0,0,156,11,39,28,106,143,14,10,20,4,12.27,,0,1.4
ter2,1,2,6,1,3,259,32,53,18,104,254,10,6,23,3,9.74,,0,3.3
ter1,1,2,2,0,1,115,41,41,10,58,89,39,35,14,6,16.05,,0,0.0
ter5,1,2,4,1,3,186,45,52,8,75,86,33,27,10,4,13.73,,0,0.77
ter3,1,1,5,0,9,83,24,24,37,40,59,12,14,18,4,6.32,,0,7.0
ter2,1,3,4,1,8,187,33,42,19,27,63,22,24,15,5,7.61,,1,7.97148479885752
ter4,1,3,4,0,9,297,70,70,1,34,57,14,16,25,4,6.86,,0,2.91
ter3,1,3,6,0,9,211,40,71,4,102,133,18,14,13,14,15.33,,0,0.46
ter4,1,1,3,1,8,343,98,98,0,83,133,11,15,19,5,6.95,,1,4.01
ter2,1,0,7,1,5,183,46,56,5,59,103,5,3,16,9,3.42,,1,8.127661001788908
ter5,1,3,1,0,5,106,18,29,47,42,89,5,4,15,6,3.37,,0,0.11
ter1,1,0,2,0,8,190,70,70,3,27,99,99,22,21,6,26.4,,1,16.329610409460923
ter1,1,2,3,1,8,93,27,27,40,121,201,10,5,21,6,12.88,,1,1.7214285714285713
ter4,1,2,5,0,5,154,25,33,33,101,150,46,49,17,3,19.35,,0,2.25
ter2,1,3,5,0,8,157,45,45,8,46,73,23,12,17,6,20.18,,1,8.002685783330843
ter4,1,4,6,1,8,144,33,38,15,50,87,30,18,21,4,12.79,,0,0.14
ter2,1,0,4,1,3,162,42,47,11,117,312,12,9,31,16,16.0,,0,9.35923076923077
ter1,1,2,4,0,4,166,39,58,1,66,74,21,18,19,7,10.63,,0,0.2602777777777778
ter1,0,0,5,1,0,135,21,32,19,90,224,17,18,20,13,9.98,,0,4.03
ter4,0,5,5,1,8,195,68,68,1,37,58,9,5,15,6,9.61,,0,2.4
ter1,1,4,6,1,2,237,68,68,0,29,42,10,6,32,3,10.19,,0,0.9
ter2,1,3,4,0,8,241,58,60,2,57,106,12,10,22,11,14.16,,1,11.241342506449241
ter5,1,3,2,0,8,130,28,41,26,48,80,13,6,17,7,4.81,,0,0.0
ter5,1,3,4,1,8,171,102,102,1,89,178,5,4,29,7,5.61,,0,3.52
ter4,1,3,1,1,9,103,12,27,63,27,43,25,10,16,4,12.34,,0,0.0
ter4,1,3,1,0,8,221,58,60,4,54,82,23,23,22,5,18.47,,0,0.3
ter2,1,4,4,1,8,381,208,208,0,43,55,12,7,20,4,8.21,,1,11.5213837535014
ter2,0,1,5,0,8,95,22,30,21,83,124,14,10,30,28,8.78,,0,0.0
ter5,1,0,3,1,3,236,78,78,2,84,89,11,10,16,4,7.11,,1,11.342129233511587
ter2,1,2,5,0,7,157,34,36,17,50,94,94,50,18,5,18.39,,1,12.644123718124735
ter3,1,3,7,1,8,141,24,37,23,76,109,8,5,23,4,6.52,,0,0.0
ter3,1,3,4,1,8,147,49,54,2,113,244,5,6,23,4,7.48,,1,6.731554901960784
ter2,1,3,2,1,3,130,24,43,23,45,86,23,14,16,5,9.51,,0,0.12
ter2,1,3,1,0,9,165,27,45,29,102,219,39,29,15,6,16.19,,0,4.32
